Solution option name,Time taken to complete step,Cost of transaction fee,Cost of additional fee,Sender’s Currency,Sender’s country,Recipient’s currency,Recipient’s country,Transaction amount,Settled amount,Sender_id,Receiver_id,Transaction_id,Transacted at timestamp,Cost Ratio,Time Cost Interaction,Transaction Efficiency
PayPal,11,10.546694695442628,1.0543055718522008,USD,Japan,EUR,USA,709.9708094066918,698.369809139397,S1842,R1842,T1842,2024-01-29 17:31:38.239674,0.016340108795444067,127.61100294024311,0.983659891204556
PayPal,54,16.01413503377891,3.709659565540666,JPY,Japan,EUR,UK,4067.1285262801575,4047.404731680838,S1843,R1843,T1843,2023-11-19 17:31:38.239675,0.0048495626513576605,1065.084908363257,0.9951504373486423
SWIFT,49,22.906503293653685,1.3175267909265318,JPY,USA,USD,Canada,7412.647989819379,7388.423959734799,S1844,R1844,T1844,2024-08-10 17:31:38.239677,0.003267932069329313,1186.9774741444307,0.9967320679306706
PayPal,60,16.345232947489542,3.5661150503244277,EUR,Japan,CAD,UK,4463.891081655338,4443.979733657524,S1845,R1845,T1845,2023-10-06 17:31:38.239678,0.0044605362526968905,1194.6808798688382,0.9955394637473031
Western Union,58,9.070997269275168,2.1935147260171712,CAD,UK,JPY,USA,2340.5466608979837,2329.2821489026915,S1846,R1846,T1846,2023-11-26 17:31:38.239680,0.004812769676196308,653.3416957269555,0.9951872303238037
PayPal,11,16.791596124884983,1.5302185828038233,USD,Germany,JPY,Japan,7680.419156365272,7662.0973416575835,S1847,R1847,T1847,2023-10-11 17:31:38.239681,0.002385522760499901,201.53996178457686,0.9976144772395001
Western Union,57,12.724669703594603,3.606982311133084,EUR,Japan,JPY,USA,2673.9856921766236,2657.654040161896,S1848,R1848,T1848,2023-12-05 17:31:38.239683,0.006107606357995778,930.9041648394782,0.9938923936420042
PayPal,24,12.553639354663849,2.5703507907438055,GBP,USA,GBP,Japan,7393.827543226457,7378.70355308105,S1849,R1849,T1849,2024-03-20 17:31:38.239684,0.0020454886264236524,362.97576348978373,0.9979545113735764
PayPal,18,10.258527740540405,0.9890923084752401,USD,Canada,EUR,USA,4023.673009662886,4012.4253896138707,S1850,R1850,T1850,2024-07-31 17:31:38.239686,0.002795361358143265,202.45716088228158,0.9972046386418568
PayPal,20,16.776771789854788,0.6599668862350563,GBP,Canada,USD,UK,2179.774805759446,2162.338067083356,S1851,R1851,T1851,2023-12-02 17:31:38.239687,0.007999330311561605,348.7347735217969,0.9920006696884383
SEPA,3,4.18903610259243,2.099431258698017,GBP,UK,EUR,Germany,3417.068476869882,3410.780009508592,S1852,R1852,T1852,2023-12-19 17:31:38.239689,0.0018403106065497511,18.86540208387134,0.9981596893934503
PayPal,26,17.120410292893926,0.6973236695169336,JPY,Germany,EUR,Canada,5345.625927868817,5327.808193906406,S1853,R1853,T1853,2023-08-23 17:31:38.239690,0.003333142685783552,463.2610830226823,0.9966668573142164
Western Union,14,18.74869501791624,3.6749109671304634,USD,Germany,JPY,Japan,7042.683300168675,7020.259694183628,S1854,R1854,T1854,2023-11-29 17:31:38.239692,0.0031839577373172032,313.93048379065385,0.9968160422626828
PayPal,26,14.406202057409132,1.5712071937566157,GBP,UK,EUR,USA,2334.4313281409313,2318.4539188897656,S1855,R1855,T1855,2024-04-14 17:31:38.239693,0.006844240418881656,415.41264053030943,0.9931557595811183
Western Union,11,13.084791216341038,1.3156753448361544,EUR,UK,USD,Canada,5968.707963217404,5954.307496656226,S1856,R1856,T1856,2023-11-04 17:31:38.239695,0.0024126606042582607,158.40513217294912,0.9975873393957417
PayPal,16,14.575379187789125,2.2078176823997273,GBP,UK,GBP,USA,2028.3258244196652,2011.5426275494763,S1857,R1857,T1857,2024-02-05 17:31:38.239697,0.008274408710933205,268.53114992302164,0.9917255912890668
SWIFT,30,21.10705688806511,3.3415037801842224,EUR,USA,CAD,UK,8328.252273033526,8303.803712365276,S1858,R1858,T1858,2024-06-25 17:31:38.239698,0.002935617205954793,733.4568200474799,0.9970643827940451
PayPal,26,15.722770436503739,2.84441668585701,JPY,UK,JPY,Canada,6740.1456154197185,6721.578428297358,S1859,R1859,T1859,2024-07-25 17:31:38.239700,0.002754716022734554,482.74686518137946,0.9972452839772655
PayPal,60,10.88239817662764,2.400157460171667,USD,Germany,JPY,Japan,4446.885078135237,4433.602522498438,S1860,R1860,T1860,2024-03-23 17:31:38.239701,0.002986934765215303,796.9533382079585,0.9970130652347848
ACH,59,14.676251571971665,1.546725083630951,GBP,Canada,CAD,Japan,3719.806598612741,3703.5836219571383,S1861,R1861,T1861,2024-04-08 17:31:38.239703,0.004361241969314423,957.1556226805543,0.9956387580306856
SWIFT,35,23.429196586298794,1.1777169888307482,GBP,USA,JPY,Canada,2144.372567140259,2119.7656535651295,S1862,R1862,T1862,2024-03-11 17:31:38.239704,0.011475111159412653,861.241975129534,0.9885248888405873
PayPal,56,15.161382420139491,0.500415257187975,JPY,Germany,EUR,USA,379.5295575147286,363.86775983740114,S1863,R1863,T1863,2024-07-31 17:31:38.239706,0.041266345050660964,877.060669930338,0.958733654949339
SWIFT,43,24.301182736076907,2.9187576231159937,USD,USA,GBP,Canada,5306.74255988523,5279.522619526037,S1864,R1864,T1864,2024-05-16 17:31:38.239707,0.0051293123892902,1170.4574354452948,0.9948706876107097
Western Union,42,9.528062480550027,3.1249665124959622,JPY,Japan,JPY,USA,2899.9785953335536,2887.3255663405075,S1865,R1865,T1865,2024-05-11 17:31:38.239709,0.00436314564990458,531.4272177079315,0.9956368543500954
PayPal,34,12.599169312079267,2.156710583246664,CAD,UK,GBP,Canada,7493.372393531214,7478.616513635888,S1866,R1866,T1866,2023-10-14 17:31:38.239710,0.001969190788924918,501.69991644108165,0.9980308092110751
PayPal,68,13.257034921257812,2.588320174263685,GBP,Germany,JPY,Japan,3016.065885071568,3000.2205299760467,S1867,R1867,T1867,2024-03-13 17:31:38.239712,0.005253650185146902,1077.4841464954618,0.9947463498148531
Western Union,46,19.945992822311545,1.1251276826327847,CAD,Germany,USD,Canada,9827.752918169102,9806.681797664158,S1868,R1868,T1868,2024-03-24 17:31:38.239713,0.002144042557886147,969.2715432274391,0.9978559574421139
PayPal,41,14.16340758484204,1.006292157024419,GBP,Canada,EUR,USA,6189.900445748534,6174.730746006668,S1869,R1869,T1869,2024-01-19 17:31:38.239715,0.002450717887116521,621.9576894165249,0.9975492821128834
SWIFT,47,27.931708199940417,2.601594905463008,CAD,USA,EUR,Canada,1183.9312050808912,1153.397901975488,S1870,R1870,T1870,2024-05-30 17:31:38.239716,0.02578976124150496,1435.065245953961,0.9742102387584951
Western Union,53,14.236110937119166,1.2462496848105056,GBP,Canada,JPY,USA,6943.481912656386,6927.999552034456,S1871,R1871,T1871,2024-04-11 17:31:38.239718,0.002229768985746021,820.5651129622727,0.997770231014254
PayPal,19,10.117551717395457,3.621537943128784,JPY,UK,CAD,Canada,9717.50917037159,9703.770080711065,S1872,R1872,T1872,2024-07-28 17:31:38.239719,0.0014138489009523486,261.0427035499606,0.9985861510990476
Western Union,16,18.492911422404507,0.793658896398693,USD,UK,JPY,Japan,5263.20419476018,5243.917624441377,S1873,R1873,T1873,2024-03-02 17:31:38.239721,0.0036644161246877104,308.5851251008512,0.9963355838753122
SWIFT,32,23.464513073430602,1.6867689693541021,CAD,USA,USD,Canada,5743.195489370701,5718.044207327916,S1874,R1874,T1874,2023-08-27 17:31:38.239742,0.004379318462924306,804.8410253691105,0.9956206815370757
SEPA,7,4.40414775414009,3.760628334130734,GBP,UK,USD,Germany,9731.268493062864,9723.103716974592,S1875,R1875,T1875,2024-08-15 17:31:38.239744,0.0008390248500584742,57.15343261789576,0.9991609751499414
PayPal,30,16.488847079300726,2.3594380173629252,GBP,Germany,CAD,Canada,8320.340109758079,8301.491824661416,S1876,R1876,T1876,2023-09-02 17:31:38.239745,0.002265326278496527,565.4485528999096,0.9977346737215036
SEPA,9,2.484696482756452,0.7637421368011212,GBP,UK,USD,Germany,9591.816119583234,9588.567680963677,S1877,R1877,T1877,2024-01-08 17:31:38.239747,0.00033866773289422883,29.235947576018162,0.9996613322671057
Western Union,24,10.935481903466194,1.536331159196799,CAD,Japan,CAD,USA,5115.47076908327,5102.998956020607,S1878,R1878,T1878,2024-04-22 17:31:38.239748,0.002438057732250131,299.32351350391184,0.9975619422677497
SWIFT,31,20.718861228522037,1.4391412413751852,CAD,USA,USD,Canada,986.0355365745147,963.8775341046174,S1879,R1879,T1879,2023-12-14 17:31:38.239750,0.02247180922796563,686.8980765668139,0.9775281907720343
Western Union,58,13.729425157228865,1.0857863575432796,GBP,Germany,USD,Japan,9788.875387405982,9774.06017589121,S1880,R1880,T1880,2024-03-02 17:31:38.239751,0.0015134743194129192,859.2822678567844,0.9984865256805872
PayPal,10,18.36197415097008,3.605518506220653,EUR,Canada,CAD,UK,307.4659773531831,285.4984846959924,S1881,R1881,T1881,2024-03-25 17:31:38.239753,0.07144690559358016,219.67492657190732,0.9285530944064198
PayPal,48,14.751004037950551,2.5105181505372545,EUR,Japan,USD,UK,8168.57867168991,8151.317149501422,S1882,R1882,T1882,2023-08-28 17:31:38.239754,0.0021131610384449847,828.5530650474147,0.997886838961555
PayPal,57,8.515079929982225,3.473403158439427,CAD,Canada,USD,USA,5098.258125936172,5086.26964284775,S1883,R1883,T1883,2023-10-21 17:31:38.239756,0.002351486094325649,683.3435360400342,0.9976485139056742
PayPal,15,13.58399454397204,3.5481169950933333,GBP,Canada,GBP,UK,2291.922858161894,2274.7907466228285,S1884,R1884,T1884,2024-05-21 17:31:38.239758,0.007474994840273641,256.9816730859806,0.9925250051597263
PayPal,28,7.154118811733171,0.9385531374213822,CAD,Japan,CAD,Germany,3384.9205735831665,3376.827901634012,S1885,R1885,T1885,2024-06-24 17:31:38.239759,0.0023908011349843624,226.5948145763275,0.9976091988650156
Western Union,37,16.33038931166539,2.453171414703206,CAD,USA,EUR,Germany,754.8267367202894,736.0431759939208,S1886,R1886,T1886,2024-08-07 17:31:38.239761,0.024884599090889227,694.991746875638,0.9751154009091108
Western Union,56,17.361998485315834,2.885864769256757,JPY,Germany,CAD,Japan,2224.5732992914036,2204.325436036831,S1887,R1887,T1887,2023-09-09 17:31:38.239762,0.009101908784494612,1133.880342256065,0.9908980912155054
PayPal,69,14.475800264612786,1.162490027388861,GBP,Canada,JPY,USA,6112.780660055183,6097.142369763182,S1888,R1888,T1888,2023-12-24 17:31:38.239764,0.002558294033710752,1079.0420301481136,0.9974417059662893
Western Union,16,16.18702694445269,3.906412601773648,CAD,Japan,USD,Canada,8952.759440118449,8932.666000572222,S1889,R1889,T1889,2024-03-24 17:31:38.239765,0.0022443850614577102,321.4950327396214,0.9977556149385423
PayPal,25,17.70992669722552,1.198119403915682,USD,Canada,JPY,Germany,795.5388302831605,776.6307841820193,S1890,R1890,T1890,2023-11-12 17:31:38.239767,0.02376759672989332,472.7011525285301,0.9762324032701067
SEPA,1,1.4544094778959185,3.5385195303896606,JPY,UK,USD,Germany,1465.0884849373986,1460.095555929113,S1891,R1891,T1891,2023-09-26 17:31:38.239768,0.0034079368308590047,4.992929008285579,0.9965920631691411
Western Union,13,9.18930333713039,3.0474955381755136,USD,Japan,JPY,USA,2000.6414732557935,1988.4046743804877,S1892,R1892,T1892,2024-04-19 17:31:38.239770,0.006116437672059275,159.07838537897675,0.9938835623279407
Western Union,47,11.62195974799531,3.6492119209576415,GBP,Canada,USD,UK,1357.9243894556523,1342.6532177866993,S1893,R1893,T1893,2024-05-27 17:31:38.239771,0.011245966113823664,717.7450684407887,0.9887540338861763
ACH,53,12.59203772367288,0.7623040444447389,GBP,Canada,EUR,Japan,1280.7119371103554,1267.3575953422378,S1894,R1894,T1894,2023-12-20 17:31:38.239773,0.010427279844247217,707.7801137102338,0.9895727201557528
PayPal,51,18.279045260458723,1.7825982621899288,EUR,Canada,GBP,USA,623.4942555899836,603.432612067335,S1895,R1895,T1895,2023-12-03 17:31:38.239774,0.0321761481245168,1023.1438196550812,0.9678238518754833
PayPal,65,7.13117526528446,2.912050311035779,CAD,Germany,CAD,Canada,9809.29497950727,9799.25175393095,S1896,R1896,T1896,2024-06-26 17:31:38.239776,0.0010238478501565786,652.8096624608155,0.9989761521498434
Western Union,41,15.284962743568217,3.0879626978305295,EUR,UK,USD,USA,1974.2935326270456,1955.9206071856468,S1897,R1897,T1897,2023-09-17 17:31:38.239778,0.009306075888802239,753.2899430973486,0.9906939241111977
Western Union,57,10.58977341194152,1.3628071354340028,USD,Japan,GBP,USA,5723.442538863341,5711.489958315965,S1898,R1898,T1898,2024-02-07 17:31:38.239779,0.002088355123025184,681.2970912004048,0.9979116448769747
SEPA,2,1.968395829305376,2.014009927511727,GBP,Germany,CAD,UK,2702.5831398989394,2698.6007341421223,S1899,R1899,T1899,2024-05-01 17:31:38.239781,0.0014735553175122752,7.964811513634206,0.9985264446824877
SEPA,5,2.440261974202913,1.9718819152410678,USD,Germany,EUR,UK,1168.8901168689438,1164.4779729794998,S1900,R1900,T1900,2023-11-23 17:31:38.239782,0.00377464384869863,22.060719447219906,0.9962253561513014
SWIFT,47,26.344399411683526,3.396877925212392,JPY,USA,CAD,Canada,4391.390509338805,4361.649232001909,S1901,R1901,T1901,2024-08-04 17:31:38.239791,0.006772633240803253,1397.840034834108,0.9932273667591968
Western Union,10,9.301921984907217,2.4618276471328144,JPY,Canada,CAD,USA,9817.017253156739,9805.253503524698,S1902,R1902,T1902,2024-03-03 17:31:38.239792,0.0011983018190435905,117.63749632040032,0.9988016981809564
Western Union,63,8.824196074526734,1.7991728265109788,JPY,Japan,GBP,Germany,7109.196341714354,7098.5729728133165,S1903,R1903,T1903,2024-06-13 17:31:38.239794,0.0014943136172373501,669.272240765376,0.9985056863827626
Western Union,50,12.431684086882555,1.0803218261060232,GBP,Canada,CAD,UK,1709.0823047190765,1695.570298806088,S1904,R1904,T1904,2024-02-21 17:31:38.239795,0.007906000709082034,675.6002956494289,0.992093999290918
SWIFT,44,26.099814928144717,2.461657187607256,JPY,USA,EUR,UK,9164.018286507904,9135.456814392152,S1905,R1905,T1905,2024-03-26 17:31:38.239797,0.003116697416219995,1256.7047730930867,0.9968833025837799
Western Union,33,19.277693510614917,0.851949340305673,USD,Japan,USD,USA,2864.090153045183,2843.9605101942625,S1906,R1906,T1906,2024-04-21 17:31:38.239799,0.007028285345528728,664.2782140803795,0.9929717146544713
SEPA,14,2.0138147754814586,1.7472795766236338,EUR,Germany,GBP,UK,2074.534081389595,2070.77298703749,S1907,R1907,T1907,2024-05-14 17:31:38.239800,0.00181298267685522,52.655320929471294,0.9981870173231449
PayPal,12,8.287252497637057,3.153267390522257,JPY,Germany,GBP,Japan,6045.173239208678,6033.732719320518,S1908,R1908,T1908,2023-10-29 17:31:38.239802,0.0018925048853780898,137.28623865791178,0.9981074951146218
Western Union,69,17.527378281858944,0.9480619802458297,CAD,Canada,JPY,Germany,7600.835287632953,7582.359847370848,S1909,R1909,T1909,2023-10-21 17:31:38.239803,0.00243071183139115,1274.8053780852292,0.9975692881686089
Western Union,13,12.572421930123298,3.3847101904678905,JPY,Japan,GBP,Canada,7708.983616439652,7693.026484319061,S1910,R1910,T1910,2024-06-15 17:31:38.239805,0.0020699398149662813,207.44271756768543,0.9979300601850337
Western Union,47,18.817532237085068,3.8933638953725698,JPY,USA,EUR,Japan,1901.6652637290374,1878.9543675965797,S1911,R1911,T1911,2023-12-15 17:31:38.239806,0.011942636049376587,1067.412118225509,0.9880573639506234
SWIFT,32,20.877695637676744,2.1774662810286087,JPY,USA,EUR,UK,7341.364713879831,7318.309551961125,S1912,R1912,T1912,2024-04-06 17:31:38.239808,0.003140446336239976,737.7651813985713,0.99685955366376
PayPal,32,9.678226255787889,2.7919097543790126,CAD,Canada,EUR,USA,625.2876027293082,612.8174667191413,S1913,R1913,T1913,2024-07-27 17:31:38.239810,0.019943040539643193,399.04435232534087,0.9800569594603568
PayPal,48,9.219743424875057,3.533754102714152,USD,Germany,USD,Canada,4063.6144734378254,4050.860975910236,S1914,R1914,T1914,2023-09-26 17:31:38.239811,0.003138461488153852,612.167881324282,0.9968615385118461
PayPal,39,7.353262471820979,1.4212749100349713,JPY,Canada,EUR,UK,7160.673915978647,7151.8993785967905,S1915,R1915,T1915,2024-02-25 17:31:38.239813,0.0012253787122293136,342.20695789238204,0.9987746212877706
PayPal,52,7.864380337271965,3.8356630515594574,JPY,Canada,GBP,Germany,2961.8916551769103,2950.1916117880787,S1916,R1916,T1916,2024-06-13 17:31:38.239814,0.003950192900669282,608.4022562192339,0.9960498070993307
PayPal,67,14.939730434406023,3.0054750543438384,CAD,UK,EUR,Canada,7667.303497052104,7649.358291563354,S1917,R1917,T1917,2024-03-16 17:31:38.239816,0.002340484564834217,1202.3287677462408,0.9976595154351658
Western Union,40,8.07792776926633,0.8576031306245326,CAD,UK,JPY,Japan,4808.257792587408,4799.322261687517,S1918,R1918,T1918,2024-03-26 17:31:38.239817,0.0018583718438862022,357.4212359956345,0.9981416281561137
PayPal,63,14.71037741645814,2.402213101980218,CAD,Canada,USD,UK,1170.753055316682,1153.6404647982438,S1919,R1919,T1919,2024-07-08 17:31:38.239819,0.014616737868610131,1078.0932026616167,0.9853832621313899
PayPal,40,7.760516027370266,2.5590984592201513,JPY,Japan,EUR,Canada,5705.203434935022,5694.883820448432,S1920,R1920,T1920,2023-12-31 17:31:38.239823,0.001808807451702719,412.7845794636167,0.9981911925482972
PayPal,66,9.85178484584851,3.0697641883510407,GBP,UK,JPY,USA,7623.326782453166,7610.405233418966,S1921,R1921,T1921,2023-09-01 17:31:38.239824,0.0016950013298579116,852.8222362571703,0.9983049986701421
PayPal,23,8.21178103660508,0.660755112801815,JPY,UK,JPY,Canada,1293.7113546285395,1284.8388184791327,S1922,R1922,T1922,2024-02-12 17:31:38.239826,0.006858203816224868,204.06833143635856,0.9931417961837752
Western Union,63,10.06335031599593,3.7730670376137234,JPY,Germany,JPY,USA,9558.097507563034,9544.261090209424,S1923,R1923,T1923,2023-11-12 17:31:38.239828,0.001447612073706228,871.6942932774081,0.9985523879262937
Western Union,15,8.053193606806435,1.6077746710625933,USD,UK,CAD,Canada,9669.921220689575,9660.260252411706,S1924,R1924,T1924,2024-06-29 17:31:38.239829,0.0009990741452162617,144.91452416803543,0.9990009258547837
SWIFT,46,20.04799824817371,2.2818979237110772,GBP,USA,JPY,Canada,5644.082933685439,5621.753037513554,S1925,R1925,T1925,2023-11-21 17:31:38.239831,0.003956337359717702,1027.1752239067002,0.9960436626402823
SWIFT,49,22.197593140627163,2.7753519342769386,EUR,USA,GBP,Canada,9062.67253445308,9037.699589378177,S1926,R1926,T1926,2024-06-17 17:31:38.239832,0.002755582857039773,1223.674308670301,0.9972444171429603
Western Union,50,15.210195310745448,0.7754812099989783,GBP,Canada,USD,Germany,4966.231128073055,4950.24545155231,S1927,R1927,T1927,2023-11-30 17:31:38.239834,0.003218874858719478,799.2838260372214,0.9967811251412806
PayPal,11,16.900040124989417,2.936807077334503,USD,UK,GBP,Japan,2541.5024073630143,2521.6655601606903,S1928,R1928,T1928,2024-07-19 17:31:38.239835,0.007805165615761124,218.20531922556313,0.9921948343842388
SEPA,9,2.755048882606519,1.3192667139444032,EUR,Germany,EUR,UK,4236.261960787227,4232.1876451906755,S1929,R1929,T1929,2023-09-01 17:31:38.239837,0.0009617713999428378,36.6688403689583,0.9990382286000571
SEPA,7,4.400159419972774,2.6111608819158154,CAD,UK,EUR,Germany,1627.6887678278101,1620.6774475259215,S1930,R1930,T1930,2023-12-09 17:31:38.239838,0.004307531292511999,49.07924211322013,0.995692468707488
SWIFT,37,26.466072368392933,1.4517533811012053,EUR,USA,EUR,Canada,3964.2467838227635,3936.3289580732694,S1931,R1931,T1931,2024-02-07 17:31:38.239840,0.007042403581790308,1032.959552731283,0.9929575964182097
Western Union,28,7.129622630236096,1.6846231293464067,USD,Canada,USD,UK,4106.616481486238,4097.802235726655,S1932,R1932,T1932,2024-01-13 17:31:38.239841,0.0021463523071413066,246.79888126831003,0.9978536476928588
PayPal,36,13.599425118229119,1.6045065786299129,JPY,Japan,USD,UK,9912.636313726522,9897.432382029663,S1933,R1933,T1933,2023-10-02 17:31:38.239843,0.0015337929502977315,547.3415410869252,0.9984662070497023
Western Union,37,7.609677132287182,3.81711356064673,EUR,UK,CAD,Canada,1461.6771089051338,1450.2503182121998,S1934,R1934,T1934,2024-04-14 17:31:38.239845,0.007817588866458424,422.79125563855473,0.9921824111335416
PayPal,43,16.319494282764605,2.5341486995623974,GBP,USA,GBP,Japan,9595.237865380905,9576.384222398578,S1935,R1935,T1935,2024-08-11 17:31:38.239846,0.0019648958417539516,810.7066482400611,0.998035104158246
PayPal,55,18.209532481588212,1.0876244213175466,JPY,UK,EUR,Canada,3402.8390012669743,3383.5418443640683,S1936,R1936,T1936,2024-04-27 17:31:38.239848,0.005670899180278842,1061.3436296598168,0.9943291008197211
SWIFT,40,25.395065739842956,2.9182219952491826,EUR,USA,GBP,Canada,4329.130202788274,4300.816915053182,S1937,R1937,T1937,2024-08-05 17:31:38.239849,0.006540179299032477,1132.5315094036855,0.9934598207009676
Western Union,66,15.074628888180778,1.3236394283591237,GBP,Japan,JPY,Germany,5663.678993739298,5647.280725422758,S1938,R1938,T1938,2024-03-28 17:31:38.239851,0.002895338583748612,1082.2857088916335,0.9971046614162514
PayPal,43,13.922693306834761,0.8998695864031971,GBP,Japan,USD,Canada,5582.895079656836,5568.072516763598,S1939,R1939,T1939,2024-08-05 17:31:38.239852,0.0026549957829673306,637.3702044092322,0.9973450042170326
SEPA,13,4.646318405008875,1.82805885408333,EUR,Germany,USD,UK,8413.698750932537,8407.224373673445,S1940,R1940,T1940,2024-06-17 17:31:38.239854,0.0007695042870859399,84.16690436819867,0.9992304957129141
Western Union,65,15.813935488265633,3.5889226006252186,EUR,Germany,USD,USA,2499.2982166615643,2479.8953585726736,S1941,R1941,T1941,2024-05-08 17:31:38.239855,0.007763322503709943,1261.1857757779053,0.9922366774962901
ACH,50,10.100171920386076,0.9934276794653993,EUR,Canada,JPY,Japan,6852.694573282842,6841.60097368299,S1942,R1942,T1942,2024-06-26 17:31:38.239857,0.00161886678024481,554.6799799925739,0.9983811332197552
Western Union,35,8.34290621157264,1.1917672339186538,JPY,Japan,CAD,Canada,4900.393170755363,4890.858497309871,S1943,R1943,T1943,2023-11-11 17:31:38.239858,0.0019456956030370085,333.71357059219525,0.998054304396963
Western Union,20,14.428348109575046,2.065829379233236,USD,Japan,EUR,Germany,6659.473143706975,6642.9789662181665,S1944,R1944,T1944,2024-02-06 17:31:38.239860,0.002476799160064913,329.88354977616564,0.9975232008399351
SEPA,9,3.606315711921008,3.4129161973536832,GBP,UK,GBP,Germany,4701.3213499665935,4694.302118057319,S1945,R1945,T1945,2023-11-08 17:31:38.239861,0.0014930338487337325,63.17308718347222,0.9985069661512662
Western Union,10,12.416711081682816,3.1035284831085987,GBP,Japan,EUR,UK,8592.466162505063,8576.945922940271,S1946,R1946,T1946,2024-01-11 17:31:38.239863,0.0018062613539890412,155.20239564791416,0.9981937386460109
PayPal,20,11.995902438286759,0.693696994926585,EUR,Japan,JPY,USA,8136.741866605012,8124.052267171798,S1947,R1947,T1947,2024-07-31 17:31:38.239864,0.0015595430752564816,253.79198866426688,0.9984404569247435
Western Union,43,9.568599615768138,2.007508175628036,GBP,Canada,JPY,Germany,5116.68924492822,5105.113137136825,S1948,R1948,T1948,2023-09-02 17:31:38.239866,0.0022624215068113972,497.7726350300355,0.9977375784931887
Western Union,61,8.331208007517686,0.960338283599985,GBP,Germany,GBP,USA,6827.144015941086,6817.852469649968,S1949,R1949,T1949,2023-09-06 17:31:38.239867,0.0013609711864027347,566.784323758178,0.9986390288135972
PayPal,59,10.34634599255717,1.835043787369631,EUR,Japan,GBP,UK,3690.4362600815416,3678.254870301615,S1950,R1950,T1950,2024-07-25 17:31:38.239869,0.0033007993964533746,718.7019970156813,0.9966992006035467
PayPal,57,17.99775680179817,3.3434086941096037,CAD,Germany,JPY,Japan,4869.5354369816505,4848.194271485742,S1951,R1951,T1951,2023-11-30 17:31:38.239871,0.004382587573720576,1216.446433266743,0.9956174124262793
Western Union,50,15.0497030253877,2.102682924376504,CAD,Japan,EUR,Germany,5758.212553699533,5741.060167749769,S1952,R1952,T1952,2024-08-06 17:31:38.239872,0.0029787691561931227,857.6192974882101,0.9970212308438069
SWIFT,34,23.35694142310384,2.354602098930661,EUR,USA,JPY,Canada,6651.624424646847,6625.912881124812,S1953,R1953,T1953,2023-11-05 17:31:38.239874,0.0038654532908928636,874.1924797491731,0.9961345467091071
SEPA,1,2.2344307265417465,2.625747342172103,GBP,Germany,CAD,UK,2014.6174450787855,2009.7572670100717,S1954,R1954,T1954,2023-12-10 17:31:38.239875,0.0024124570551029767,4.86017806871385,0.997587542944897
PayPal,40,11.294649953087793,1.3089911970344668,JPY,UK,EUR,Japan,8912.118057852056,8899.514416701933,S1955,R1955,T1955,2023-12-12 17:31:38.239877,0.0014142138903801631,504.1456460048904,0.9985857861096198
PayPal,26,13.253873481017157,0.6604820643114554,GBP,Japan,USD,Canada,271.07379454841583,257.15943900308724,S1956,R1956,T1956,2023-10-21 17:31:38.239878,0.05133050787335846,361.77324417854396,0.9486694921266416
ACH,51,11.724368918466048,2.7716556354387487,CAD,Canada,USD,Japan,8851.555628900232,8837.059604346328,S1957,R1957,T1957,2024-04-16 17:31:38.239880,0.0016376810090392964,739.2972522491445,0.9983623189909607
Western Union,35,9.794898906649085,0.630113508173761,USD,Canada,CAD,UK,1579.9562485113947,1569.5312360965718,S1958,R1958,T1958,2024-03-15 17:31:38.239881,0.006598291835387908,364.8754345187996,0.993401708164612
Western Union,68,16.12877378930822,2.168949813704109,USD,Japan,JPY,Germany,3259.8983000817393,3241.600576478727,S1959,R1959,T1959,2023-09-24 17:31:38.239883,0.005612973755209949,1244.2452050048385,0.99438702624479
Western Union,13,16.290799322030473,1.843860442110825,JPY,Japan,EUR,Canada,7754.804362324265,7736.669702560123,S1960,R1960,T1960,2024-05-09 17:31:38.239884,0.0023385064170343543,235.75057693383687,0.9976614935829656
PayPal,31,9.65041845408079,3.659894541043876,EUR,Canada,USD,Germany,2904.2526446439333,2890.9423316488087,S1961,R1961,T1961,2024-01-09 17:31:38.239886,0.0045830423946317984,412.6197028488646,0.9954169576053682
Western Union,49,17.121095678494957,3.4939565412091302,USD,Japan,JPY,Germany,4468.943675313466,4448.328623093762,S1962,R1962,T1962,2024-06-01 17:31:38.239887,0.0046129586133703245,1010.1375587655002,0.9953870413866297
SEPA,11,2.508141987172715,0.5282040111343731,EUR,UK,JPY,Germany,7634.648322354375,7631.611976356067,S1963,R1963,T1963,2023-11-28 17:31:38.239889,0.00039770607238274715,33.399805981377966,0.9996022939276172
Western Union,53,17.19863176380819,2.586569792687371,EUR,Japan,EUR,Germany,8954.748089910561,8934.962888354066,S1964,R1964,T1964,2024-06-30 17:31:38.239890,0.002209464895923518,1048.6156824942648,0.9977905351040766
PayPal,49,19.877347765837552,1.4813796250662268,EUR,Japan,GBP,UK,9760.323298494743,9738.96457110384,S1965,R1965,T1965,2023-10-27 17:31:38.239892,0.002188321712068469,1046.5776421542853,0.9978116782879316
Western Union,33,14.554591199077723,2.3546471153175266,GBP,Japan,JPY,Germany,8465.716347914455,8448.807109600059,S1966,R1966,T1966,2023-09-19 17:31:38.239893,0.0019973783221027565,558.0048643750432,0.9980026216778971
SWIFT,42,29.996696431230337,1.8606762824091851,CAD,USA,GBP,UK,3992.590780692227,3960.7334079785874,S1967,R1967,T1967,2023-10-17 17:31:38.239895,0.007979122946358193,1338.00965397286,0.9920208770536418
